=== Using options:--aggressive-branch-removal
subject.exe: warning: Win32 X86-64 main procedure finder not implemented yet.
MSVC RTTI scan found 151 complete object locators
000000014008BC54: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
000000014008BC54: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
000000014008BC61: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008BC61: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008BD1C: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
000000014008BD1C: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
000000014008A18B: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008A18B: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008A19B: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008A19B: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400898AB: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400898AB: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400898C9: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400898C9: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008968C: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008968C: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008973C: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008973C: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008AFA2: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008AFA2: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140089C5E: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140089C5E: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008692F: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008692F: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140086940: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140086940: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140086955: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140086955: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007BA1B: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007BA1B: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007BA27: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007BA27: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007BA63: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007BA63: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007BA70: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
000000014007BA70: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
000000014007BA79: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007BA79: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007BB15: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
000000014007BB15: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
000000014007BB1F: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007BB1F: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140087C90: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140087C90: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140087C9D: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140087C9D: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140087CAA: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140087CAA: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140087D5C: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
0000000140087D5C: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
00000001400864CB: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400864CB: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400864DB: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400864DB: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140086224: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140086224: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008612B: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008612B: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140086149: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140086149: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085B67: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085B67: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085B77: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085B77: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085C58: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085C58: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085C86: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085C86: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085C94: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140085C94: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140085CA1: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085CA1: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085D4F: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
0000000140085D4F: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
0000000140085DB2: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085DB2: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085DC0: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140085DC0: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140085DCD: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085DCD: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085E80: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
0000000140085E80: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
0000000140085EB5: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085EB5: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085EC3: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140085EC3: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140085ED0: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085ED0: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085F83: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
0000000140085F83: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
0000000140085FB8: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085FB8: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085FC6: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140085FC6: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140085FD3: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085FD3: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140086086: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
0000000140086086: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
00000001400852D9: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400852D9: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085333: warning: Unable to resolve imported reference PSAPI.DLL!GetModuleFileNameExW.
0000000140085347: warning: Unable to resolve imported reference SHLWAPI.dll!PathRemoveFileSpecW.
0000000140085359: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
0000000140085364: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140085364: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
000000014008536F: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008536F: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400858AA: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400858AA: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085456: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085456: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085466: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085466: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400854DE: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
00000001400854DE: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008554A: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008554A: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008542A: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014008542A: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140084FC2: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140084FC2: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140085238: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
0000000140085238: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_9.
0000000140084F16: warning: Unable to resolve imported reference PSAPI.DLL!GetModuleFileNameExW.
0000000140084F29: warning: Unable to resolve imported reference SHLWAPI.dll!PathRemoveFileSpecW.
0000000140084F3A: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
0000000140084F45: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140084F45: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
0000000140084F4F: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140084F4F: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
0000000140083C23: warning: Unable to resolve imported reference SHLWAPI.dll!PathStripToRootW.
00000001400833C7: warning: Unable to resolve imported reference SHLWAPI.dll!PathStripToRootW.
0000000140082E2C: warning: Unable to resolve imported reference ADVAPI32.dll!GetSecurityInfo.
0000000140082EAB: warning: Unable to resolve imported reference ADVAPI32.dll!ConvertSidToStringSidW.
0000000140082BE4: warning: Unable to resolve imported reference ADVAPI32.dll!ConvertSidToStringSidW.
00000001400825A1: warning: Unable to resolve imported reference gdiplus.dll!GdiplusShutdown.
00000001400824C2: warning: Unable to resolve imported reference gdiplus.dll!GdipGetPropertySize.
00000001400824FD: warning: Unable to resolve imported reference gdiplus.dll!GdipGetAllPropertyItems.
00000001400823A7: warning: Unable to resolve imported reference gdiplus.dll!GdiplusStartup.
00000001400823F4: warning: Unable to resolve imported reference gdiplus.dll!GdipAlloc.
0000000140082418: warning: Unable to resolve imported reference gdiplus.dll!GdipLoadImageFromFile.
0000000140082459: warning: Unable to resolve imported reference gdiplus.dll!GdipGetImageWidth.
0000000140082480: warning: Unable to resolve imported reference gdiplus.dll!GdipGetImageHeight.
000000014008163A: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
00000001400812D9: warning: Unable to resolve imported reference USER32.dll!SetWindowLongPtrW.
0000000140080706: warning: Unable to resolve imported reference SHLWAPI.dll!PathFindExtensionW.
00000001400804FB: warning: Unable to resolve imported reference PSAPI.DLL!GetModuleFileNameExW.
000000014007F24F: warning: Unable to resolve imported reference SHLWAPI.dll!PathCanonicalizeW.
000000014007F25A: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsURLW.
000000014007F297: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRelativeW.
000000014007F2B7: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
000000014007F1D2: warning: Unable to resolve imported reference USERENV.dll!ExpandEnvironmentStringsForUserW.
000000014007F24F: warning: Unable to resolve imported reference SHLWAPI.dll!PathCanonicalizeW.
000000014007F25A: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsURLW.
000000014007E5B6: warning: Unable to resolve imported reference SHELL32.dll!SHGetFolderLocation.
000000014007E534: warning: Unable to resolve imported reference SHELL32.dll!SHGetDesktopFolder.
000000014007E54D: warning: Unable to resolve imported reference SHELL32.dll!SHGetDesktopFolder.
000000014007E451: warning: Unable to resolve imported reference SHLWAPI.dll!SHStrDupW.
000000014007E2B5: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
000000014007E2F6: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
000000014007DE27: warning: Unable to resolve imported reference USERENV.dll!ExpandEnvironmentStringsForUserW.
000000014007B9B0: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
000000014007B9B0: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_8.
000000014007B9B9: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007B9B9: warning: Unable to resolve imported reference OLEAUT32.dll!Ordinal_2.
000000014007A7E8: warning: Unable to resolve imported reference COMCTL32.dll!ImageList_Draw.
000000014007A843: warning: Unable to resolve imported reference COMCTL32.dll!ImageList_Draw.
000000014007A67B: warning: Unable to resolve imported reference gdiplus.dll!GdipCreateSolidFill.
000000014007A694: warning: Unable to resolve imported reference gdiplus.dll!GdipCreateFromHDC.
000000014007A6C1: warning: Unable to resolve imported reference gdiplus.dll!GdipFillRectangleI.
000000014007A6CA: warning: Unable to resolve imported reference gdiplus.dll!GdipDeleteGraphics.
000000014007A6D3: warning: Unable to resolve imported reference gdiplus.dll!GdipDeleteBrush.
000000014007A15C: warning: Unable to resolve imported reference COMCTL32.dll!Ordinal_413.
000000014007A15C: warning: Unable to resolve imported reference COMCTL32.dll!Ordinal_413.
00000001400760B4: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
0000000140075D12: warning: Unable to resolve imported reference COMCTL32.dll!Ordinal_413.
0000000140075D12: warning: Unable to resolve imported reference COMCTL32.dll!Ordinal_413.
0000000140075D45: warning: Unable to resolve imported reference COMCTL32.dll!Ordinal_412.
0000000140075D45: warning: Unable to resolve imported reference COMCTL32.dll!Ordinal_412.
0000000140075CA3: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsSameRootW.
000000014007459F: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_727.
000000014007459F: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_727.
00000001400724CD: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_727.
00000001400724CD: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_727.
0000000140072CCF: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140072CCF: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140072BC8: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140072BC8: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140072AF9: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140072AF9: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014007286B: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
00000001400728A6: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140072940: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
000000014007297B: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
00000001400726F8: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
00000001400726F8: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140072652: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140072652: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140072620: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140072620: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
00000001400722B3: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400722B3: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140071FE3: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140071FE3: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140071FEF: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_17.
0000000140071FEF: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_17.
0000000140071FF8: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_16.
0000000140071FF8: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_16.
0000000140072001: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140072001: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140072011: warning: Unable to resolve imported reference SHELL32.dll!SHGetDesktopFolder.
0000000140071CCC: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140071CCC: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400719E8: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
00000001400708D3: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400708D3: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400708F9: warning: Unable to resolve imported reference SHELL32.dll!SHGetDesktopFolder.
000000014006514A: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
000000014006517F: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
000000014002AC8A: warning: Unable to resolve imported reference USER32.dll!SetWindowLongPtrW.
000000014006BDD5: warning: Unable to resolve imported reference SHLWAPI.dll!PathStripToRootW.
000000014006B290: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
000000014006C3FC: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
0000000140069570: warning: Unable to resolve imported reference IPHLPAPI.DLL!GetAdaptersAddresses.
0000000140069596: warning: Unable to resolve imported reference IPHLPAPI.DLL!GetAdaptersAddresses.
000000014006AFE0: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
000000014006B130: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
0000000140069684: warning: Unable to resolve imported reference SHLWAPI.dll!PathFindExtensionW.
000000014006A9A0: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
000000014006B432: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
000000014006885E: warning: Unable to resolve imported reference SHLWAPI.dll!PathFindExtensionW.
000000014006890A: warning: Unable to resolve imported reference SHLWAPI.dll!PathRemoveExtensionW.
00000001400706F7: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400706F7: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140070E20: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140070E20: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140070AFE: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140070AFE: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400665A4: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400665A4: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400665C1: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
00000001400665F6: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140066612: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140066612: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006662F: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140066667: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140066671: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140066680: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140067E25: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
00000001400657C9: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400657C9: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400657E8: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400657E8: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006587E: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
0000000140065A1E: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
0000000140067E59: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
0000000140067E72: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
0000000140065E0B: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065E0B: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065E28: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140065E61: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140065E9B: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065E9B: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065EB8: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140065EF1: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140065F17: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140065F26: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
00000001400660B2: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400660B2: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400660CF: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140066107: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
000000014006613E: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006613E: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006615B: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140066193: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
00000001400661B9: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
00000001400661C8: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140067811: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
000000014006796F: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
00000001400679A4: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
00000001400679BA: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
0000000140065F65: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065F65: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065F89: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065F89: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140067BAF: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
000000014006633C: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
00000001400671F8: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
0000000140067223: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
000000014006723C: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
0000000140066365: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
000000014006637E: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
0000000140066388: warning: Unable to resolve imported reference SHLWAPI.dll!PathFindExtensionW.
0000000140066395: warning: Unable to resolve imported reference SHLWAPI.dll!PathFindExtensionW.
0000000140067BE4: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
0000000140067BFA: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
0000000140067FE5: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
0000000140068258: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
0000000140066466: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
000000014006733A: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
00000001400683AD: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
00000001400683E2: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
00000001400683FB: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
0000000140067415: warning: Unable to resolve imported reference SHLWAPI.dll!PathStripToRootW.
000000014006828A: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
00000001400682A0: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
0000000140068019: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
000000014006802F: warning: Unable to resolve imported reference SHLWAPI.dll!PathCombineW.
0000000140066A00: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140066A00: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140066A1D: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140066A56: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140066AAE: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140066AAE: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140066ACB: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140066B04: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140066B4A: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140066B59: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140066BEE: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140066BEE: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140066C0E: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140066C0E: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140066C6B: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140066CA1: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140066CBB: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140066CF1: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140066CFE: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140066D0B: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
00000001400676D0: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
0000000140067735: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpLogicalW.
0000000140070329: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpLogicalW.
000000014007024D: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpLogicalW.
