=== Using options:--aggressive-branch-removal
subject.exe: warning: Win32 X86-64 main procedure finder not implemented yet.
MSVC RTTI scan found 151 complete object locators
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
Warning: Recursion too deep in PtrPrimitiveReplacer
=== Killed because of CPU time limit
